municipio,familia,epi_year,epi_week,prob_pressao_alta_proxima_janela,limiar_operacional,acima_limiar,faixa_pressao_predita,indice_pressao_proxy_atual,tests,drivers,tipo_sinal,metodo,modelo_versao
GUARANTA DO NORTE,tuberculose,2025,39,0.2575,0.44999999999999996,False,moderada,86.23,1,backlog_estimado=127 (imp=0.613); indice_pressao_proxy=86.2 (imp=0.0691); tat_p90_dias=119 (imp=0.0137); tests_ma8=1.38 (imp=0.0398); volume_norm=1 (imp=0.0401),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SINOP,outros,2026,17,0.2551,0.3,False,moderada,38.66,2,backlog_estimado=255 (imp=0.158); indice_pressao_proxy=38.7 (imp=0.0974); tat_p90_dias=152 (imp=0.00902); tests_ma8=1.38 (imp=0.362); tests_ma4=1.25 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JUINA,tuberculose,2025,30,0.2545,0.44999999999999996,False,moderada,52.29,1,backlog_estimado=640 (imp=0.613); indice_pressao_proxy=52.3 (imp=0.0691); tat_p90_dias=115 (imp=0.0137); tests_ma8=1.62 (imp=0.0398); tests_ma4=1.25 (imp=0.0286),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LUCAS DO RIO VERDE,respiratorio,2025,35,0.2526,0.85,False,moderada,48.23,3,backlog_estimado=323 (imp=0.248); indice_pressao_proxy=48.2 (imp=0.184); tat_p90_dias=153 (imp=0.013); tests_lag1=27 (imp=0.0398); tests_ma8=14.2 (imp=0.0749),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TANGARA DA SERRA,respiratorio,2025,33,0.2501,0.85,False,moderada,39.77,3,indice_pressao_proxy=39.8 (imp=0.184); backlog_estimado=24 (imp=0.248); tat_p90_dias=56.2 (imp=0.013); tests_ma8=8.12 (imp=0.0749); tests_ma4=7.5 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MATUPA,respiratorio,2025,30,0.2497,0.85,False,baixa,42.61,3,indice_pressao_proxy=42.6 (imp=0.184); backlog_estimado=7 (imp=0.248); tat_p90_dias=95.4 (imp=0.013); tests_ma8=3.75 (imp=0.0749); tests_ma4=3.75 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
AGUA BOA,hepatite,2025,32,0.2465,0.2,True,baixa,35.64,1,backlog_estimado=241 (imp=0.554); indice_pressao_proxy=35.6 (imp=0.0872); tat_p90_dias=71.9 (imp=0.0124); tests_ma8=1.62 (imp=0.103); tests_lag1=1 (imp=0.0278),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BARRA DO BUGRES,arbovirose,2025,25,0.2426,0.5499999999999999,False,baixa,26.17,3,backlog_estimado=52 (imp=0.0688); indice_pressao_proxy=26.2 (imp=0.0197); tests=3 (imp=0.153); tests_ma8=3.75 (imp=0.0999); tests_ma4=4 (imp=0.0905),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
QUERENCIA,tuberculose,2025,24,0.2396,0.44999999999999996,False,baixa,52.09,3,backlog_estimado=48 (imp=0.613); indice_pressao_proxy=52.1 (imp=0.0691); tat_p90_dias=161 (imp=0.0137); tests_ma8=2.33 (imp=0.0398); tests_ma4=3 (imp=0.0286),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SORRISO,respiratorio,2025,34,0.2375,0.85,False,baixa,45.32,3,backlog_estimado=98 (imp=0.248); indice_pressao_proxy=45.3 (imp=0.184); tat_p90_dias=207 (imp=0.013); tests_ma8=6.25 (imp=0.0749); tests_ma4=5.75 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SAPEZAL,tuberculose,2026,20,0.2365,0.44999999999999996,False,baixa,59.96,1,backlog_estimado=33 (imp=0.613); indice_pressao_proxy=60 (imp=0.0691); tat_p90_dias=50 (imp=0.0137); tests_ma8=1.25 (imp=0.0398); tests_ma4=1.25 (imp=0.0286),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SORRISO,outros,2025,45,0.2358,0.3,False,baixa,43.58,2,backlog_estimado=481 (imp=0.158); indice_pressao_proxy=43.6 (imp=0.0974); tests_ma8=10.1 (imp=0.362); tat_p90_dias=122 (imp=0.00902); tests_trend=-6.88 (imp=0.0467),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CAMPO VERDE,arbovirose,2025,51,0.2356,0.5499999999999999,False,baixa,74.6,6,backlog_estimado=4.14e+03 (imp=0.0688); tests_ma8=21.9 (imp=0.0999); indice_pressao_proxy=74.6 (imp=0.0197); tests_ma4=12.5 (imp=0.0905); tests=6 (imp=0.153),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
FELIZ NATAL,arbovirose,2025,28,0.2356,0.5499999999999999,False,baixa,31.42,2,backlog_estimado=67 (imp=0.0688); tests_ma8=8.88 (imp=0.0999); tests_ma4=9.75 (imp=0.0905); tests_lag1=23 (imp=0.032); indice_pressao_proxy=31.4 (imp=0.0197),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PEIXOTO DE AZEVEDO,respiratorio,2025,18,0.2346,0.85,False,baixa,45.35,3,indice_pressao_proxy=45.4 (imp=0.184); backlog_estimado=20 (imp=0.248); tat_p90_dias=213 (imp=0.013); tests_ma8=3 (imp=0.0749); tests_lag1=3 (imp=0.0398),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PORTO DOS GAUCHOS,arbovirose,2025,22,0.2324,0.5499999999999999,False,baixa,30.4,5,backlog_estimado=14 (imp=0.0688); tests=5 (imp=0.153); indice_pressao_proxy=30.4 (imp=0.0197); tests_ma4=4.25 (imp=0.0905); tests_ma8=3.67 (imp=0.0999),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
COLIDER,tuberculose,2025,25,0.2323,0.44999999999999996,False,baixa,49.2,1,backlog_estimado=207 (imp=0.613); indice_pressao_proxy=49.2 (imp=0.0691); tat_p90_dias=190 (imp=0.0137); notificacoes=2 (imp=0.0665); tests_ma8=2.62 (imp=0.0398),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PARANATINGA,arbovirose,2025,25,0.2323,0.5499999999999999,False,baixa,41.09,5,backlog_estimado=32 (imp=0.0688); indice_pressao_proxy=41.1 (imp=0.0197); tests=5 (imp=0.153); tests_ma8=4.12 (imp=0.0999); tests_ma4=4.5 (imp=0.0905),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ACORIZAL,tuberculose,2025,42,0.2302,0.44999999999999996,False,baixa,66.11,1,backlog_estimado=34 (imp=0.613); indice_pressao_proxy=66.1 (imp=0.0691); tat_p90_dias=176 (imp=0.0137); tests_ma8=1.86 (imp=0.0398); tests_ma4=2 (imp=0.0286),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTAREM,arbovirose,2025,25,0.2282,0.5499999999999999,False,baixa,1.33,3,tests_ma4=5.5 (imp=0.0905); tests=3 (imp=0.153); tests_ma8=4.12 (imp=0.0999); tests_lag1=10 (imp=0.032); tests_pct_estadual=0.19 (imp=0.445),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ROSARIO OESTE,respiratorio,2025,28,0.227,0.85,False,baixa,41.44,3,indice_pressao_proxy=41.4 (imp=0.184); tat_p90_dias=238 (imp=0.013); backlog_estimado=9 (imp=0.248); tests_ma8=3.75 (imp=0.0749); tests_lag1=3 (imp=0.0398),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA MARINGA,arbovirose,2025,25,0.2254,0.5499999999999999,False,baixa,37.79,5,backlog_estimado=26 (imp=0.0688); tests=5 (imp=0.153); indice_pressao_proxy=37.8 (imp=0.0197); tests_ma8=3.25 (imp=0.0999); tests_ma4=3.25 (imp=0.0905),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JUARA,outros,2025,40,0.2238,0.3,False,baixa,56.51,4,backlog_estimado=55 (imp=0.158); indice_pressao_proxy=56.5 (imp=0.0974); tat_p90_dias=189 (imp=0.00902); tests_ma8=3.5 (imp=0.362); tests_ma4=3 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PEIXOTO DE AZEVEDO,tuberculose,2025,34,0.2217,0.44999999999999996,False,baixa,58.16,2,backlog_estimado=534 (imp=0.613); indice_pressao_proxy=58.2 (imp=0.0691); tat_p90_dias=213 (imp=0.0137); tests_ma8=2.12 (imp=0.0398); tests_ma4=1.75 (imp=0.0286),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA BRASILANDIA,arbovirose,2025,23,0.2215,0.5499999999999999,False,baixa,29.59,3,backlog_estimado=96 (imp=0.0688); tests_ma8=6.62 (imp=0.0999); tests_ma4=6.75 (imp=0.0905); indice_pressao_proxy=29.6 (imp=0.0197); tests=3 (imp=0.153),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
VILA BELA DA SANTISSIMA TRINDADE,arbovirose,2026,14,0.2203,0.5499999999999999,False,baixa,30.55,12,backlog_estimado=29 (imp=0.0688); tests=12 (imp=0.153); tests_ma8=6.38 (imp=0.0999); indice_pressao_proxy=30.6 (imp=0.0197); tests_ma4=6.5 (imp=0.0905),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CHAPADA DOS GUIMARAES,arbovirose,2025,31,0.2199,0.5499999999999999,False,baixa,35.92,2,backlog_estimado=2.25e+03 (imp=0.0688); tests_ma8=7.5 (imp=0.0999); indice_pressao_proxy=35.9 (imp=0.0197); tests_ma4=6.25 (imp=0.0905); tests=2 (imp=0.153),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
GLORIA D''OESTE,arbovirose,2025,20,0.2192,0.5499999999999999,False,baixa,0.15,1,tests_ma4=3.5 (imp=0.0905); tests_ma8=3.14 (imp=0.0999); tests=1 (imp=0.153); tests_lag1=4 (imp=0.032); tests_trend=0.357 (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVO HORIZONTE DO NORTE,arbovirose,2025,29,0.2183,0.5499999999999999,False,baixa,32.43,1,backlog_estimado=24 (imp=0.0688); indice_pressao_proxy=32.4 (imp=0.0197); tests_ma8=3.25 (imp=0.0999); tests_ma4=2.75 (imp=0.0905); tests=1 (imp=0.153),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ROSARIO OESTE,outros,2025,51,0.2183,0.3,False,baixa,44.79,2,indice_pressao_proxy=44.8 (imp=0.0974); backlog_estimado=25 (imp=0.158); tat_p90_dias=106 (imp=0.00902); tests_ma8=1.86 (imp=0.362); tests_ma4=1.75 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ARIPUANA,arbovirose,2025,22,0.2178,0.5499999999999999,False,baixa,29.25,7,backlog_estimado=114 (imp=0.0688); tests=7 (imp=0.153); tests_ma4=8.5 (imp=0.0905); tests_ma8=7.5 (imp=0.0999); indice_pressao_proxy=29.2 (imp=0.0197),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
COTRIGUACU,respiratorio,2025,12,0.2169,0.85,False,baixa,44.57,3,indice_pressao_proxy=44.6 (imp=0.184); backlog_estimado=5 (imp=0.248); tat_p90_dias=92.7 (imp=0.013); tests_ma8=3 (imp=0.0749); tests_lag1=3 (imp=0.0398),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CANARANA,outros,2025,34,0.2165,0.3,False,baixa,49.86,7,backlog_estimado=100 (imp=0.158); tests_ma8=16.4 (imp=0.362); indice_pressao_proxy=49.9 (imp=0.0974); tat_p90_dias=217 (imp=0.00902); tests_ma4=12.5 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA BANDEIRANTES,arbovirose,2025,24,0.216,0.5499999999999999,False,baixa,31.25,5,backlog_estimado=13 (imp=0.0688); tests=5 (imp=0.153); indice_pressao_proxy=31.2 (imp=0.0197); tests_ma8=4.5 (imp=0.0999); tests_ma4=4.75 (imp=0.0905),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
GUARANTA DO NORTE,arbovirose,2025,35,0.2153,0.5499999999999999,False,baixa,30.37,5,backlog_estimado=610 (imp=0.0688); tests_ma8=12.1 (imp=0.0999); tests=5 (imp=0.153); indice_pressao_proxy=30.4 (imp=0.0197); tests_ma4=6 (imp=0.0905),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PALMAS,arbovirose,2025,19,0.2151,0.5499999999999999,False,baixa,0.41,3,tests_ma4=5.25 (imp=0.0905); tests=3 (imp=0.153); tests_ma8=4.33 (imp=0.0999); tests_lag1=6 (imp=0.032); tests_pct_estadual=0.173 (imp=0.445),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PONTA PORA,arbovirose,2025,24,0.2151,0.5499999999999999,False,baixa,0.59,3,tests_ma4=5.5 (imp=0.0905); tests=3 (imp=0.153); tests_ma8=4.33 (imp=0.0999); tests_lag1=5 (imp=0.032); tests_pct_estadual=0.155 (imp=0.445),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
COLIDER,arbovirose,2025,34,0.2139,0.5499999999999999,False,baixa,35.76,5,backlog_estimado=1.69e+03 (imp=0.0688); tests_ma8=23.6 (imp=0.0999); tests_ma4=12.8 (imp=0.0905); tests=5 (imp=0.153); indice_pressao_proxy=35.8 (imp=0.0197),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PEIXOTO DE AZEVEDO,hepatite,2025,30,0.2133,0.2,True,baixa,40.29,2,backlog_estimado=129 (imp=0.554); indice_pressao_proxy=40.3 (imp=0.0872); tat_p90_dias=150 (imp=0.0124); tests_ma8=1.88 (imp=0.103); tests_lag1=1 (imp=0.0278),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PARANAITA,respiratorio,2025,28,0.2125,0.85,False,baixa,49.31,15,indice_pressao_proxy=49.3 (imp=0.184); backlog_estimado=12 (imp=0.248); tat_p90_dias=151 (imp=0.013); tests_ma8=9.75 (imp=0.0749); tests_ma4=10.5 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ARAPUTANGA,respiratorio,2025,35,0.2123,0.85,False,baixa,39.85,3,indice_pressao_proxy=39.9 (imp=0.184); backlog_estimado=12 (imp=0.248); tat_p90_dias=120 (imp=0.013); tests_ma8=3.38 (imp=0.0749); tests_lag1=3 (imp=0.0398),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
AGUA BOA,respiratorio,2025,22,0.2113,0.85,False,baixa,39.67,3,indice_pressao_proxy=39.7 (imp=0.184); backlog_estimado=14 (imp=0.248); tat_p90_dias=238 (imp=0.013); tests_ma8=4.12 (imp=0.0749); tests_ma4=4.5 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BARRA DO GARCAS,arbovirose,2025,33,0.2097,0.5499999999999999,False,baixa,35.0,1,backlog_estimado=105 (imp=0.0688); indice_pressao_proxy=35 (imp=0.0197); tests_ma8=3.5 (imp=0.0999); tests_ma4=2.5 (imp=0.0905); tests=1 (imp=0.153),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
DENISE,arbovirose,2025,28,0.2097,0.5499999999999999,False,baixa,33.54,6,backlog_estimado=98 (imp=0.0688); tests=6 (imp=0.153); indice_pressao_proxy=33.5 (imp=0.0197); tests_ma8=6.12 (imp=0.0999); tests_ma4=6.75 (imp=0.0905),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
GUIRATINGA,arbovirose,2025,22,0.2095,0.5499999999999999,False,baixa,33.21,3,backlog_estimado=33 (imp=0.0688); indice_pressao_proxy=33.2 (imp=0.0197); tests=3 (imp=0.153); tests_ma4=4.75 (imp=0.0905); tests_ma8=4.14 (imp=0.0999),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ARIPUANA,respiratorio,2025,35,0.2094,0.85,False,baixa,41.31,3,indice_pressao_proxy=41.3 (imp=0.184); tat_p90_dias=279 (imp=0.013); backlog_estimado=8 (imp=0.248); tests_ma8=3.6 (imp=0.0749); tests_lag1=6 (imp=0.0398),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SAO FELIX DO ARAGUAIA,arbovirose,2025,13,0.2067,0.5499999999999999,False,baixa,38.86,3,backlog_estimado=13 (imp=0.0688); indice_pressao_proxy=38.9 (imp=0.0197); tests=3 (imp=0.153); tests_ma8=3.5 (imp=0.0999); tests_ma4=3.5 (imp=0.0905),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BARRA DO BUGRES,outros,2026,20,0.2059,0.3,False,baixa,54.56,2,backlog_estimado=58 (imp=0.158); indice_pressao_proxy=54.6 (imp=0.0974); tests_ma8=2.5 (imp=0.362); tat_p90_dias=76.6 (imp=0.00902); tests_ma4=2 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA OLIMPIA,hepatite,2026,19,0.2049,0.2,True,baixa,68.33,1,indice_pressao_proxy=68.3 (imp=0.0872); tat_p90_dias=130 (imp=0.0124); backlog_estimado=2 (imp=0.554); tests_ma8=1.12 (imp=0.103); tests_lag1=1 (imp=0.0278),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
GUARANTA DO NORTE,outros,2025,32,0.204,0.3,False,baixa,41.19,2,backlog_estimado=76 (imp=0.158); indice_pressao_proxy=41.2 (imp=0.0974); tat_p90_dias=176 (imp=0.00902); tests_ma8=3.25 (imp=0.362); tests_ma4=2 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PEDRA PRETA,tuberculose,2024,50,0.204,0.44999999999999996,False,baixa,67.81,2,backlog_estimado=33 (imp=0.613); indice_pressao_proxy=67.8 (imp=0.0691); tat_p90_dias=240 (imp=0.0137); tests_ma8=2.33 (imp=0.0398); tests_ma4=2.33 (imp=0.0286),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ALTO TAQUARI,respiratorio,2025,23,0.2032,0.85,False,baixa,0.78,3,tests_ma8=3 (imp=0.0749); indice_pressao_proxy=0.78 (imp=0.184); tests_lag1=3 (imp=0.0398); tests_ma4=3 (imp=0.032); tests=3 (imp=0.0161),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVO SAO JOAQUIM,arbovirose,2025,10,0.202,0.5499999999999999,False,baixa,30.97,6,backlog_estimado=97 (imp=0.0688); tests_ma8=12 (imp=0.0999); tests_ma4=12.2 (imp=0.0905); tests_lag1=33 (imp=0.032); tests=6 (imp=0.153),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LUCAS DO RIO VERDE,arbovirose,2026,13,0.2017,0.5499999999999999,False,baixa,33.98,4,backlog_estimado=2.45e+03 (imp=0.0688); tests_ma8=15.9 (imp=0.0999); indice_pressao_proxy=34 (imp=0.0197); tests=4 (imp=0.153); tests_ma4=5.75 (imp=0.0905),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JAURU,arbovirose,2025,21,0.2011,0.5499999999999999,False,baixa,37.1,3,backlog_estimado=46 (imp=0.0688); indice_pressao_proxy=37.1 (imp=0.0197); tests_ma4=6.25 (imp=0.0905); tests_ma8=5.25 (imp=0.0999); tests=3 (imp=0.153),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CLAUDIA,arbovirose,2025,21,0.2011,0.5499999999999999,False,baixa,33.57,10,backlog_estimado=85 (imp=0.0688); tests=10 (imp=0.153); tests_ma4=8.25 (imp=0.0905); indice_pressao_proxy=33.6 (imp=0.0197); tests_ma8=6.12 (imp=0.0999),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CAMPO VERDE,tuberculose,2026,14,0.2008,0.44999999999999996,False,baixa,51.23,1,backlog_estimado=185 (imp=0.613); indice_pressao_proxy=51.2 (imp=0.0691); tat_p90_dias=122 (imp=0.0137); tests_ma8=1 (imp=0.0398); tests_ma4=1 (imp=0.0286),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
DOM AQUINO,arbovirose,2025,26,0.2005,0.5499999999999999,False,baixa,45.58,5,backlog_estimado=22 (imp=0.0688); indice_pressao_proxy=45.6 (imp=0.0197); tests=5 (imp=0.153); tests_ma8=4.57 (imp=0.0999); tests_ma4=5 (imp=0.0905),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BARRA DO BUGRES,hepatite,2026,8,0.1993,0.2,False,baixa,53.19,1,backlog_estimado=19 (imp=0.554); indice_pressao_proxy=53.2 (imp=0.0872); tat_p90_dias=85.7 (imp=0.0124); tests_ma8=1 (imp=0.103); tests_lag1=1 (imp=0.0278),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PONTES E LACERDA,respiratorio,2025,34,0.1984,0.85,False,baixa,46.49,6,backlog_estimado=74 (imp=0.248); indice_pressao_proxy=46.5 (imp=0.184); tat_p90_dias=90.4 (imp=0.013); tests_ma8=6.75 (imp=0.0749); tests_ma4=4.5 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JURUENA,outros,2025,30,0.1964,0.3,False,baixa,37.43,2,indice_pressao_proxy=37.4 (imp=0.0974); backlog_estimado=23 (imp=0.158); tests_ma8=4.5 (imp=0.362); tat_p90_dias=64.7 (imp=0.00902); tests_ma4=6 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ALTA FLORESTA,tuberculose,2025,31,0.1948,0.44999999999999996,False,baixa,50.11,1,backlog_estimado=313 (imp=0.613); indice_pressao_proxy=50.1 (imp=0.0691); tat_p90_dias=64.2 (imp=0.0137); tests_ma8=2.12 (imp=0.0398); tests_ma4=2.75 (imp=0.0286),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PARANAITA,outros,2025,7,0.1948,0.3,False,baixa,38.14,1,indice_pressao_proxy=38.1 (imp=0.0974); tat_p90_dias=224 (imp=0.00902); backlog_estimado=9 (imp=0.158); tests_ma8=1 (imp=0.362); tests_ma4=1 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA LACERDA,arbovirose,2025,23,0.1944,0.5499999999999999,False,baixa,37.4,9,backlog_estimado=31 (imp=0.0688); tests=9 (imp=0.153); indice_pressao_proxy=37.4 (imp=0.0197); tests_ma4=7 (imp=0.0905); tests_ma8=6.12 (imp=0.0999),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
VILHENA,arbovirose,2025,28,0.1923,0.5499999999999999,False,baixa,2.47,5,tests=5 (imp=0.153); tests_ma4=5.75 (imp=0.0905); tests_ma8=4.75 (imp=0.0999); tests_lag1=5 (imp=0.032); tests_pct_estadual=0.339 (imp=0.445),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTO ANTONIO DO LEVERGER,outros,2025,34,0.1921,0.3,False,baixa,45.57,4,backlog_estimado=50 (imp=0.158); indice_pressao_proxy=45.6 (imp=0.0974); tat_p90_dias=149 (imp=0.00902); tests_ma8=3 (imp=0.362); tests_ma4=2.75 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CAMPO NOVO DO PARECIS,outros,2026,18,0.1911,0.3,False,baixa,44.74,1,backlog_estimado=130 (imp=0.158); indice_pressao_proxy=44.7 (imp=0.0974); tat_p90_dias=119 (imp=0.00902); tests_ma8=2.25 (imp=0.362); tests_ma4=2 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ARAPUTANGA,tuberculose,2026,9,0.191,0.44999999999999996,False,baixa,52.47,1,backlog_estimado=122 (imp=0.613); indice_pressao_proxy=52.5 (imp=0.0691); tat_p90_dias=147 (imp=0.0137); tests_ma8=1.38 (imp=0.0398); tests_lag1=3 (imp=0.0154),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
POCONE,outros,2025,30,0.1908,0.3,False,baixa,35.88,2,backlog_estimado=29 (imp=0.158); indice_pressao_proxy=35.9 (imp=0.0974); tests_ma8=2 (imp=0.362); tat_p90_dias=62.4 (imp=0.00902); tests_ma4=2 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CAMPINAPOLIS,arbovirose,2025,33,0.1908,0.5499999999999999,False,baixa,39.67,13,backlog_estimado=489 (imp=0.0688); tests_ma8=20.1 (imp=0.0999); tests=13 (imp=0.153); tests_ma4=11.2 (imp=0.0905); indice_pressao_proxy=39.7 (imp=0.0197),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
QUERENCIA,respiratorio,2025,34,0.1902,0.85,False,baixa,42.45,3,backlog_estimado=36 (imp=0.248); indice_pressao_proxy=42.5 (imp=0.184); tat_p90_dias=122 (imp=0.013); tests_ma8=9.25 (imp=0.0749); tests_trend=-6.25 (imp=0.0483),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BOA VISTA,arbovirose,2025,26,0.1901,0.5499999999999999,False,baixa,1.02,3,tests_ma4=9.5 (imp=0.0905); tests_ma8=8.12 (imp=0.0999); tests=3 (imp=0.153); tests_lag1=5 (imp=0.032); tests_pct_estadual=0.157 (imp=0.445),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
RESERVA DO CABACAL,arbovirose,2025,28,0.1892,0.5499999999999999,False,baixa,30.59,1,backlog_estimado=21 (imp=0.0688); indice_pressao_proxy=30.6 (imp=0.0197); tests_ma8=3.12 (imp=0.0999); tests_ma4=3.25 (imp=0.0905); tests_lag1=5 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SAO JOSE DOS QUATRO MARCOS,respiratorio,2025,26,0.1884,0.85,False,baixa,22.6,3,indice_pressao_proxy=22.6 (imp=0.184); backlog_estimado=2 (imp=0.248); tests_ma8=3.5 (imp=0.0749); tests_lag1=4 (imp=0.0398); tests_ma4=3.75 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JARU,arbovirose,2025,24,0.1882,0.5499999999999999,False,baixa,0.59,3,tests=3 (imp=0.153); tests_ma8=3.4 (imp=0.0999); tests_ma4=3.5 (imp=0.0905); tests_lag1=5 (imp=0.032); tests_pct_estadual=0.155 (imp=0.445),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
HORTOLANDIA,arbovirose,2025,25,0.1882,0.5499999999999999,False,baixa,1.33,3,tests=3 (imp=0.153); tests_ma8=3.4 (imp=0.0999); tests_ma4=3.5 (imp=0.0905); tests_lag1=5 (imp=0.032); tests_pct_estadual=0.19 (imp=0.445),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TUCURUI,arbovirose,2025,28,0.1882,0.5499999999999999,False,baixa,2.47,5,tests=5 (imp=0.153); tests_ma8=3.4 (imp=0.0999); tests_ma4=3.5 (imp=0.0905); tests_pct_estadual=0.339 (imp=0.445); tests_lag1=3 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PORTO ESPERIDIAO,arbovirose,2026,14,0.188,0.5499999999999999,False,baixa,36.32,8,backlog_estimado=52 (imp=0.0688); tests=8 (imp=0.153); indice_pressao_proxy=36.3 (imp=0.0197); tests_ma4=5.75 (imp=0.0905); tests_ma8=5.12 (imp=0.0999),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SAO JOSE DO POVO,outros,2025,41,0.1879,0.3,False,baixa,60.65,6,tests=6 (imp=0.0155); tests_lag1=nan (imp=0.0247); tests_ma4=nan (imp=0.0576); tests_ma8=nan (imp=0.362); tests_trend=nan (imp=0.0467),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LUCAS DO RIO VERDE,outros,2025,34,0.1877,0.3,False,baixa,33.62,1,backlog_estimado=100 (imp=0.158); indice_pressao_proxy=33.6 (imp=0.0974); tat_p90_dias=165 (imp=0.00902); tests_ma8=2.62 (imp=0.362); tests_ma4=2.5 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CASTANHEIRA,outros,2025,29,0.1876,0.3,False,baixa,31.64,1,indice_pressao_proxy=31.6 (imp=0.0974); tat_p90_dias=121 (imp=0.00902); tests_ma8=1.86 (imp=0.362); backlog_estimado=2 (imp=0.158); tests_ma4=1.25 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
